ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ ΠΛΗΡΕΣ,ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ,ΧΡΟΝΟΠΕΡΙΟΔΟΣ,ΠρώτοΤουΑΠΟ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΕΩΣ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΗΜΕΡΑ,ΠρώτοΤου(ΤΜΗΜΑ ΚΑΤΑΝΟΜΗ),ΠρώτοΤου(ΤΜΗΜΑ (ΔΕΣΜΕΥΣΗ) ***),ΠρώτοΤου(Π/Μ ***),ΠρώτοΤου(ΕΞΑΜ ***),ΠρώτοΤου(Υ/Ε ***),ΠρώτοΤου(ΚΩΔ ΜΑΘΗΜ ***),ΠρώτοΤου(ΛΕΚΤ ΜΑΘΗΜ),ΠρώτοΤου(ΔΙΔ ΜΟΝΑΔΕΣ),ΠρώτοΤου(ΔΙΔΑΣΚΩΝ),ΠρώτοΤουΗΜΕΡΟΜΗΝΙΑ ΜΙΑΣ ΜΕΡΑΣ,ουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ΠρώτοΤουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΑναγνωριστικό,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,3,ΔΕΠΣ,,,,,ΠΕΙ ΠΡΟΣΩΡΙΝΑ ΚΟΥΝΤΟΥΡΗ,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,86750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,3,ΚΟΙΝ,5,,,,ΠΕΡΣΙΚΑ 21/01/16,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,86604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,3,ΔΔ,1,Μ,,,ΠΜΣ ΔΔ ΑΝΑΓΝΩΣΤΟΥ,,,,,21:00:00,21:00:00,20:00-21:00,20:00-21:00,87553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,1,ΠΕΙ,2,Π,5,Ε,ΣΕΜΙΙΝΑΡΙΟ,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,70569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,2,ΠΕΙ,2,Π,5,Ε,ΣΕΜΙΝΑΡΙΟ,,,,,15:00:00,11:00:00,14:00-15:00,10:00-11:00,78403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,1,ΔΔ,1,,,,ΤΟΠΑ,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,70500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,2,ΚΑ,,,,,ΨΥΧ,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,78673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,5,ΨΥΧ,2,,,,ΨΥΧ 15/01/16 ΜΕΛΟΝ,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,102703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,1,ΤΟΠΑ,3,,,,ΨΥΧ 18/01/16 ΑΝΑΠΛ 600006,,,,,13:00:00,16:00:00,12:00-13:00,15:00-16:00,70408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,2,ΞΓΛ,6,,,,ΨΥΧ 19/01/16 ERASMUS,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,79181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,7,47,05/10/15,23/01/16,5,ΚΑ,,,,,ΨΥΧ 22/01/16 ΑΝΤΙ 18-21 600004,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,103137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,,,,?ΤΟΠΑ,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,69361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΚΠ,2,Π,2,ΥΠ,18934,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,85785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,Π,2,ΥΠ,18936,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,69577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,Π,2,ΥΕ,18937,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,69571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΠΕΙ,2,Π,2,ΥΠ,18938,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,77270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΕΜΕΠ,2,Π,6,ΕΕ,110095,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,101699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΔ,2,Π,2,ΥΕ,18943,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,77058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΠΕΙ,2,Π,6,ΕΕ,18944,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,101581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,Π,2,ΥΕ,18949,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,69580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΠΕΙ,2,Π,2,ΥΕ,110345,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,101584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΠΕΙ,2,Π,6,ΕΕ,110351,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΚΑ,2,Π,6,ΕΕ,110356,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,102008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,Π,6,ΕΕ,18954,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,69217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΠΕΙ,2,Π,6,ΕΕ,110375,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,2,Π,2,ΥΕ,18955,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΕΜΕΠ,2,Π,6,ΕΕ,18957,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,101466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΠΕΙ,2,Π,6,ΕΕ,110390,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,85470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΠΕΙ,2,Π,6,ΕΕ,110393,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,85425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΕΜΕΠ,2,Π,6,ΕΕ,110398,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,68930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΔ,2,Π,2,ΥΠ,18959,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,101416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΠΕΙ,2,Π,6,ΕΕ,18964,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,77288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΤΟΠΑ,2,Π,4,ΥΠ,18965,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,101599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,2,Π,4,ΥΠ,18966,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,77278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΠΕΙ,2,Π,6,ΕΕ,110439,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΚΠ,2,Π,6,ΕΕ,110446,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,77480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΕΜΕΠ,2,Π,6,ΕΕ,18973,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,69412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΚΟΙΝ,2,Π,6,ΕΕ,18975,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,77435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,Π,6,ΕΕ,18977,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,69358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΠΕΙ,2,Π,6,ΕΕ,18984,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,77163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΚΑ,2,Π,6,ΕΕ,110468,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,101642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,Π,6,ΕΕ,18986,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,69253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΠΕΙ,2,Π,6,ΕΕ,110475,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,85367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,2,Π,2,ΥΕ,18990,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,85413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΚΑ,2,Π,6,ΕΕ,18993,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,77468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΠΕΙ,2,Π,6,ΕΕ,18999,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,77465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΠΕΙ,2,Π,6,ΕΕ,110492,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,101484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΠΕΙ,2,Π,6,ΕΕ,19000,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,101786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΚΟΙΝ,2,Π,6,ΕΕ,19001,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,101973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΠΕΙ,2,Π,6,ΕΕ,110498,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,69364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΨΥΧ,5,Π,6,ΕΕ,19002,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,85522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΚΠ,2,Π,6,ΕΕ,110500,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,85578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΠΕΙ,2,Π,6,ΕΕ,110502,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,101678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΠΕΙ,2,Π,6,ΕΕ,110505,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,101789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΚΟΙΝ,5,,,,"12,19,26/05/17 ΚΟΙΝ ΑΝΑΠΛ ΧΡΥΣΗΣ",,,,,11:00:00,13:00:00,10:00-11:00,12:00-13:00,101749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΚΟΙΝ,,,,,12/05/17 ΚΟΙΝ ΑΝΑΠΛ ΧΟΥΜΕΡΙΑΝΟΣ,,,,,14:00:00,15:00:00,13:00-14:00,14:00-15:00,101752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΤΟΠΑ,1,,,,12/05/17 ΤΟΠΑ 800075 ΑΝΑΠΛ,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,101409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,Π,8,Υ,19013,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,77307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,8,Υ,19014,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,69915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,6,Π,8,Ε,19020,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,85407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,6,Π,6,Ε,19024,,,,,18:00:00,20:00:00,17:00-18:00,19:00-20:00,85398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,Π,8,Υ,19025,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,77304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,6,Π,2,Υ,19034,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΔ,6,Π,2,Υ,19036,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,69163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,Π,2,Υ,19037,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,77281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,,6,Π,4,Υ,19049,,,,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,69912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΔ,6,Π,4,Υ,19051,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,85187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,6,Υ,19052,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,69199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΕΠΣ,6,Π,8,Υ,19053,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,101365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,2,Υ,19056,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,68936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,Π,2,Υ,19064,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,77260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΕΠΣ,6,Π,8,Υ,19065,,,,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,101622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,6,Π,8,Υ,19068,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,85417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,Π,8,Ε,19071,,,,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,77968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΨΥΧ,6,Π,6,Υ,19073,,,,,11:00:00,13:00:00,10:00-11:00,12:00-13:00,101360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΕΠΣ,6,Π,4,Ε,19080,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,101609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,6,Π,4,Ε,19081,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,85395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,4,Ε,19083,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,69057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,6,Π,8,Υ,19088,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,8,Υ,19091,,,,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,69182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΔΕΠΣ,6,Π,4,Ε,19094,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,86077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,,6,Π,4,Ε,19096,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,102020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,Π,6,Υ,19099,,,,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,77301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,,6,Π,6,Ε,19102,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,77700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,6,Ε,19107,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,69196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,8,Υ,19113,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,69193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,Π,8,Ε,19115,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,77310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,1,ΔΕΠΣ,6,Π,8,Ε,19131,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,69203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,5,ΔΕΠΣ,6,Π,8,Ε,19132,,,,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,101625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,,,,"16,23/05/17 ΔΕΠΣ ΤΣΙΜΩΝΗΣ ΔΙΑΛΕΞΗ",,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,77612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,6,,,,"16,23/05/17 ΜΑΡΟΥΔΑ ΑΝΑΠΛ",,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,77263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,2,ΔΕΠΣ,,,,,16/05/17 ΔΕΠΣ ΡΟΔΟΘΕΤΟΣ ΑΝΑΠΛ,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,77616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,3,35,13/02/17,26/05/17,3,ΚΟΙΝ,5,,,,"18,25/05/17 ΕΜΕΠ ΑΝΑΠΛ ΒΩΒΟΥ",,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,85370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
