ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ ΠΛΗΡΕΣ,ΑΚΑΔΗΜΑΙΚΟ ΕΤΟΣ,ΧΡΟΝΟΠΕΡΙΟΔΟΣ,ΠρώτοΤουΑΠΟ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΕΩΣ ΗΜΕΡΟΜΗΝΙΑ,ΠρώτοΤουΗΜΕΡΑ,ΠρώτοΤου(ΤΜΗΜΑ ΚΑΤΑΝΟΜΗ),ΠρώτοΤου(ΤΜΗΜΑ (ΔΕΣΜΕΥΣΗ) ***),ΠρώτοΤου(Π/Μ ***),ΠρώτοΤου(ΕΞΑΜ ***),ΠρώτοΤου(Υ/Ε ***),ΠρώτοΤου(ΚΩΔ ΜΑΘΗΜ ***),ΠρώτοΤου(ΛΕΚΤ ΜΑΘΗΜ),ΠρώτοΤου(ΔΙΔ ΜΟΝΑΔΕΣ),ΠρώτοΤου(ΔΙΔΑΣΚΩΝ),ΠρώτοΤουΗΜΕΡΟΜΗΝΙΑ ΜΙΑΣ ΜΕΡΑΣ,ουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ:00,ΠρώτοΤουΠρώτοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΤελευταίοΤουΩΡΕΣ ΑΠΟ-ΕΩΣ,ΠρώτοΤουΑναγνωριστικό,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΨΥΧ,5,Π,6,Υ,600079,SPSS,,Κορδούτης,,19:00:00,15:00:00,18:00-19:00,14:00-15:00,66620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΨΥΧ,5,Π,2,Ε,600093,Ψυχο ΜΜΕ,,Κορωναίου,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,74721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΨΥΧ,5,Π,4,Υ,600122,Βρέφος/παιδί/έφηβος,,Δ.Αναγνωστόπουλος,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,82896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΚΠ,5,Π,4,Υ,600130,Πειραματικός,,Προδρομίτης,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,75065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΠΕΙ,5,Π,8,Υ,600142,Φροντιστήριο Πτυχιακών,,,,09:00:00,21:00:00,08:00-09:00,20:00-21:00,74663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΨΥΧ,5,Π,6,Υ,600152,Κοινωνική Νόηση,,Χαντζή,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,82828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΨΥΧ,5,Π,2,Ε,600168,Ιδεολογία,,Προδρομίτης,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,82831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΨΥΧ,5,Π,2,Ε,600189,Κοιν.Ταυτότητα,,Χαντζή,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,66614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΨΥΧ,5,Π,4,Υ,600196,Εισαγ.στην Κοινωνιολογία,,Αλεξιάς,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,66611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΨΥΧ,5,Π,2,Ε,600221,Πολύ-Πολυστιμικές,,Χρυσοχόου,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,74796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΨΥΧ,5,Π,2,Ε,600233,Σύγχρονα Θέματα Αναπτυξιακής,,Σαμαρτζή Ευθυμιόπουλος,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,66692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΨΥΧ,5,Π,2,Ε,600238,Εργαστήρια Συμπ.,,Μέλλον,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,82906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΨΥΧ,5,Π,2,Ε,600241,Πολύπλοκα,,Κατερέλος,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,82744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΨΥΧ,5,Π,2,Ε,600242,Διαπροσωπικές ΙΙ,,Κορδούτης,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,66617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΨΥΧ,5,Π,2,Ε,600258,Ανάλυση Συμπεριφοράς,,Μέλλον,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,99045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΨΥΧ,5,Π,6,Υ,600272,Ψυχολογία Υγείας,,Αλεξιάς,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,99114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΨΥΧ,5,Π,6,Υ,600287,Ιστορία/Συστ.,,Κορδούτης,,13:00:00,15:00:00,12:00-13:00,14:00-15:00,74793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΨΥΧ,5,Π,2,Ε,600290,Ψυχοθεραπευτικές Προσεγγίσεις,,Στυλιανίδης,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,99117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΨΥΧ,5,Π,2,Ε,600298,Σύγκρουση,,Μαντόγλου,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,99048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΚΟΙΝ,5,Π,2,Ε,600300,Δυνητικές Κοινότητες,,Κωλέτση,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,83059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΨΥΧ,5,Π,2,Ε,600311,Πολ.Ψυχ.σε καιρούς κρίσης,,Χρυσοχόου,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,66689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΨΥΧ,5,Π,2,Υ,600313,Στρατ.Αναζήτησης Πλ.,,Κανάκη-Λειβανά,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,66683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΨΥΧ,5,Π,2,Ε,600315,Αντίληψη,,Τίλλας,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,82825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΨΥΧ,5,Π,2,Ε,600322,Δεδομένα Πτυχιακών,,Ζαχαριάδης,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,82834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΚΟΙΝ,5,Π,2,Ε,600324,Μεταγνωστικές Διερ.,,Σαμαρτζή,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,66851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΨΥΧ,5,Π,2,Ε,600325,Κλ.Νευροεπιστήμη,,Κασελίμης,,16:00:00,18:00:00,15:00-16:00,17:00-18:00,74724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΔΔ,1,Π,2,ΥΠ,700007,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,82652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΚΑ,1,Π,2,ΥΠ,700010,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,66438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΠΕΙ,1,Π,4,ΕΠ,700016,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,74738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,4,ΥΠ,700020,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,66474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,6,ΥΠ,700023,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,66602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,4,ΥΠ,700027,,,,,20:00:00,21:00:00,19:00-20:00,20:00-21:00,75070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,2,ΥΠ,700035,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,66432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,6,ΥΠ,700037,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,74573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,8,ΥΠ,700049,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,66466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,8,ΥΠ,700050,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,74617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,4,ΥΠ,700051,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,66414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΔΔ,1,Π,8,ΕΠ,700055,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,82683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,6,ΥΠ,700065,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,66472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,8,ΕΠ,700066,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,74774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,6,ΕΠ,700071,,,,,14:00:00,16:00:00,13:00-14:00,15:00-16:00,66669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,8,ΥΠ,700078,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,99096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,8,ΕΠ,700081,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,98900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,8,ΥΠ,700083,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,66512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,8,ΥΠ,700087,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,74619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,8,ΕΠ,700092,,,,,10:00:00,12:00:00,09:00-10:00,11:00-12:00,66485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,6,ΥΠ,700102,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,66416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,2,Π,6,ΥΠ,700103,,,,,12:00:00,17:00:00,11:00-12:00,16:00-17:00,74576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΕΜΕΠ,1,Π,8,ΕΠ,700113,,,,,15:00:00,17:00:00,14:00-15:00,16:00-17:00,66796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,6,ΥΠ,700114,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,98896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,6,ΥΠ,700114 - ΦΡΟΝΤΙΣΤΗΡΙΟ,,,,,19:00:00,22:00:00,18:00-19:00,21:00-22:00,98940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΔΔ,1,Π,4,ΕΠ,700116,,,,,09:00:00,15:00:00,08:00-09:00,14:00-15:00,82680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,8,ΥΠ,700120,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,66470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,2,ΥΠ,700121,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,66430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΔΔ,1,Π,4,ΥΠ,700123,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,83172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,2,ΥΠ,700147,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,98866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,6,ΥΠ,700153,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,66468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΔΔ,1,Π,6,ΥΠ,700159,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,82646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,6,ΕΠ,700161,,,,,18:00:00,22:00:00,17:00-18:00,21:00-22:00,74582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,8,ΥΠ,700177,,,,,21:00:00,22:00:00,20:00-21:00,21:00-22:00,66514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΔΔ,1,Π,4,ΕΠ,700178,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,83578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,6,ΥΠ,700184,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,67364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,8,ΥΠ,700187,,,,,21:00:00,22:00:00,20:00-21:00,21:00-22:00,74621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,8,ΕΠ,700190,,,,,12:00:00,14:00:00,11:00-12:00,13:00-14:00,75453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,2,ΥΠ,700193,,,,,21:00:00,22:00:00,20:00-21:00,21:00-22:00,66442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΚΑ,1,Π,6,ΥΠ,700198,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,66440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΔΔ,1,Π,8,ΕΠ,700205,,,,,09:00:00,18:00:00,08:00-09:00,17:00-18:00,74771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,8,ΥΠ,700206,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,98894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,6,ΥΠ,700207,,,,,19:00:00,20:00:00,18:00-19:00,19:00-20:00,98850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,8,ΥΠ,700215,,,,,17:00:00,16:00:00,16:00-17:00,15:00-16:00,66510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,8,ΕΕ,700217,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,99781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,8,ΕΠ,700218,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,99092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΨΥΧ,1,Π,6,ΕΠ,700222,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,99120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,6,ΕΠ,700223,,,,,09:00:00,11:00:00,08:00-09:00,10:00-11:00,67343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΔΔ,1,Π,4,ΥΠ,700230,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,66418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΚΠ,1,Π,8,ΕΠ,700231,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,82972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΚΟΙΝ,1,Π,8,ΕΠ,700234,,,,,19:00:00,21:00:00,18:00-19:00,20:00-21:00,83050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,3,ΤΟΠΑ,1,Π,2,ΥΠ,700235,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,82650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,2,Υ,800011,,,,,09:00:00,10:00:00,08:00-09:00,09:00-10:00,75059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,4,Υ,8000112,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,74595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,2,Υ,800012,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,75061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΤΟΠΑ,1,Π,6,Υ,800017,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,66492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΤΟΠΑ,1,Π,4,Υ,800020,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,66488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,5,ΔΔ,1,Π,4,Υ,800021,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,99368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,6,Υ,800031,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,74593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,4,Υ,800032,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,74597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,6,Ε,800038,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,75045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,6,Υ,800040,,,,,17:00:00,18:00:00,16:00-17:00,17:00-18:00,74599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,6,Υ,800041,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,75047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΤΟΠΑ,1,Π,8,Υ,800043,,,,,13:00:00,14:00:00,12:00-13:00,13:00-14:00,66938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,2,ΤΟΠΑ,1,Π,8,Υ,800063,,,,,11:00:00,12:00:00,10:00-11:00,11:00-12:00,75043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,1,3,22/05/18,11/06/18,1,ΤΟΠΑ,1,Π,8,Υ,800069,,,,,15:00:00,16:00:00,14:00-15:00,15:00-16:00,66490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
